,date,value,index_name,index_description,unit,phase,phase_description,event,event_description
454,1954-07-01,-0.64,ONI,"Índice El Niño Oceánico: Media móvil de tres meses de las anomalías de la TSM NOAA ERSST.V5 en la región Niño 3.4 (5N-5S, 120-170W), basada en un periodo base cambiante que consta de múltiples periodos base centrados de 30 años. Estos periodos base de 30 años se utilizarán para calcular las anomalías para periodos sucesivos de 5 años en el registro histórico. ",°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
529,1954-08-01,-0.84,ONI,"Índice El Niño Oceánico: Media móvil de tres meses de las anomalías de la TSM NOAA ERSST.V5 en la región Niño 3.4 (5N-5S, 120-170W), basada en un periodo base cambiante que consta de múltiples periodos base centrados de 30 años. Estos periodos base de 30 años se utilizarán para calcular las anomalías para periodos sucesivos de 5 años en el registro histórico. ",°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
604,1954-09-01,-0.9,ONI,"Índice El Niño Oceánico: Media móvil de tres meses de las anomalías de la TSM NOAA ERSST.V5 en la región Niño 3.4 (5N-5S, 120-170W), basada en un periodo base cambiante que consta de múltiples periodos base centrados de 30 años. Estos periodos base de 30 años se utilizarán para calcular las anomalías para periodos sucesivos de 5 años en el registro histórico. ",°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
679,1954-10-01,-0.77,ONI,"Índice El Niño Oceánico: Media móvil de tres meses de las anomalías de la TSM NOAA ERSST.V5 en la región Niño 3.4 (5N-5S, 120-170W), basada en un periodo base cambiante que consta de múltiples periodos base centrados de 30 años. Estos periodos base de 30 años se utilizarán para calcular las anomalías para periodos sucesivos de 5 años en el registro histórico. ",°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
754,1954-11-01,-0.73,ONI,"Índice El Niño Oceánico: Media móvil de tres meses de las anomalías de la TSM NOAA ERSST.V5 en la región Niño 3.4 (5N-5S, 120-170W), basada en un periodo base cambiante que consta de múltiples periodos base centrados de 30 años. Estos periodos base de 30 años se utilizarán para calcular las anomalías para periodos sucesivos de 5 años en el registro histórico. ",°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
829,1954-12-01,-0.66,ONI,"Índice El Niño Oceánico: Media móvil de tres meses de las anomalías de la TSM NOAA ERSST.V5 en la región Niño 3.4 (5N-5S, 120-170W), basada en un periodo base cambiante que consta de múltiples periodos base centrados de 30 años. Estos periodos base de 30 años se utilizarán para calcular las anomalías para periodos sucesivos de 5 años en el registro histórico. ",°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
5,1955-01-01,-0.68,ONI,"Índice El Niño Oceánico: Media móvil de tres meses de las anomalías de la TSM NOAA ERSST.V5 en la región Niño 3.4 (5N-5S, 120-170W), basada en un periodo base cambiante que consta de múltiples periodos base centrados de 30 años. Estos periodos base de 30 años se utilizarán para calcular las anomalías para periodos sucesivos de 5 años en el registro histórico. ",°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
80,1955-02-01,-0.62,ONI,"Índice El Niño Oceánico: Media móvil de tres meses de las anomalías de la TSM NOAA ERSST.V5 en la región Niño 3.4 (5N-5S, 120-170W), basada en un periodo base cambiante que consta de múltiples periodos base centrados de 30 años. Estos periodos base de 30 años se utilizarán para calcular las anomalías para periodos sucesivos de 5 años en el registro histórico. ",°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
155,1955-03-01,-0.69,ONI,"Índice El Niño Oceánico: Media móvil de tres meses de las anomalías de la TSM NOAA ERSST.V5 en la región Niño 3.4 (5N-5S, 120-170W), basada en un periodo base cambiante que consta de múltiples periodos base centrados de 30 años. Estos periodos base de 30 años se utilizarán para calcular las anomalías para periodos sucesivos de 5 años en el registro histórico. ",°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
230,1955-04-01,-0.8,ONI,"Índice El Niño Oceánico: Media móvil de tres meses de las anomalías de la TSM NOAA ERSST.V5 en la región Niño 3.4 (5N-5S, 120-170W), basada en un periodo base cambiante que consta de múltiples periodos base centrados de 30 años. Estos periodos base de 30 años se utilizarán para calcular las anomalías para periodos sucesivos de 5 años en el registro histórico. ",°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
305,1955-05-01,-0.79,ONI,"Índice El Niño Oceánico: Media móvil de tres meses de las anomalías de la TSM NOAA ERSST.V5 en la región Niño 3.4 (5N-5S, 120-170W), basada en un periodo base cambiante que consta de múltiples periodos base centrados de 30 años. Estos periodos base de 30 años se utilizarán para calcular las anomalías para periodos sucesivos de 5 años en el registro histórico. ",°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
380,1955-06-01,-0.72,ONI,"Índice El Niño Oceánico: Media móvil de tres meses de las anomalías de la TSM NOAA ERSST.V5 en la región Niño 3.4 (5N-5S, 120-170W), basada en un periodo base cambiante que consta de múltiples periodos base centrados de 30 años. Estos periodos base de 30 años se utilizarán para calcular las anomalías para periodos sucesivos de 5 años en el registro histórico. ",°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
455,1955-07-01,-0.68,ONI,"Índice El Niño Oceánico: Media móvil de tres meses de las anomalías de la TSM NOAA ERSST.V5 en la región Niño 3.4 (5N-5S, 120-170W), basada en un periodo base cambiante que consta de múltiples periodos base centrados de 30 años. Estos periodos base de 30 años se utilizarán para calcular las anomalías para periodos sucesivos de 5 años en el registro histórico. ",°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
530,1955-08-01,-0.75,ONI,"Índice El Niño Oceánico: Media móvil de tres meses de las anomalías de la TSM NOAA ERSST.V5 en la región Niño 3.4 (5N-5S, 120-170W), basada en un periodo base cambiante que consta de múltiples periodos base centrados de 30 años. Estos periodos base de 30 años se utilizarán para calcular las anomalías para periodos sucesivos de 5 años en el registro histórico. ",°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
605,1955-09-01,-1.09,ONI,"Índice El Niño Oceánico: Media móvil de tres meses de las anomalías de la TSM NOAA ERSST.V5 en la región Niño 3.4 (5N-5S, 120-170W), basada en un periodo base cambiante que consta de múltiples periodos base centrados de 30 años. Estos periodos base de 30 años se utilizarán para calcular las anomalías para periodos sucesivos de 5 años en el registro histórico. ",°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
680,1955-10-01,-1.42,ONI,"Índice El Niño Oceánico: Media móvil de tres meses de las anomalías de la TSM NOAA ERSST.V5 en la región Niño 3.4 (5N-5S, 120-170W), basada en un periodo base cambiante que consta de múltiples periodos base centrados de 30 años. Estos periodos base de 30 años se utilizarán para calcular las anomalías para periodos sucesivos de 5 años en el registro histórico. ",°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
755,1955-11-01,-1.67,ONI,"Índice El Niño Oceánico: Media móvil de tres meses de las anomalías de la TSM NOAA ERSST.V5 en la región Niño 3.4 (5N-5S, 120-170W), basada en un periodo base cambiante que consta de múltiples periodos base centrados de 30 años. Estos periodos base de 30 años se utilizarán para calcular las anomalías para periodos sucesivos de 5 años en el registro histórico. ",°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
830,1955-12-01,-1.47,ONI,"Índice El Niño Oceánico: Media móvil de tres meses de las anomalías de la TSM NOAA ERSST.V5 en la región Niño 3.4 (5N-5S, 120-170W), basada en un periodo base cambiante que consta de múltiples periodos base centrados de 30 años. Estos periodos base de 30 años se utilizarán para calcular las anomalías para periodos sucesivos de 5 años en el registro histórico. ",°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
6,1956-01-01,-1.11,ONI,"Índice El Niño Oceánico: Media móvil de tres meses de las anomalías de la TSM NOAA ERSST.V5 en la región Niño 3.4 (5N-5S, 120-170W), basada en un periodo base cambiante que consta de múltiples periodos base centrados de 30 años. Estos periodos base de 30 años se utilizarán para calcular las anomalías para periodos sucesivos de 5 años en el registro histórico. ",°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
81,1956-02-01,-0.76,ONI,"Índice El Niño Oceánico: Media móvil de tres meses de las anomalías de la TSM NOAA ERSST.V5 en la región Niño 3.4 (5N-5S, 120-170W), basada en un periodo base cambiante que consta de múltiples periodos base centrados de 30 años. Estos periodos base de 30 años se utilizarán para calcular las anomalías para periodos sucesivos de 5 años en el registro histórico. ",°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
156,1956-03-01,-0.63,ONI,"Índice El Niño Oceánico: Media móvil de tres meses de las anomalías de la TSM NOAA ERSST.V5 en la región Niño 3.4 (5N-5S, 120-170W), basada en un periodo base cambiante que consta de múltiples periodos base centrados de 30 años. Estos periodos base de 30 años se utilizarán para calcular las anomalías para periodos sucesivos de 5 años en el registro histórico. ",°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
231,1956-04-01,-0.54,ONI,"Índice El Niño Oceánico: Media móvil de tres meses de las anomalías de la TSM NOAA ERSST.V5 en la región Niño 3.4 (5N-5S, 120-170W), basada en un periodo base cambiante que consta de múltiples periodos base centrados de 30 años. Estos periodos base de 30 años se utilizarán para calcular las anomalías para periodos sucesivos de 5 años en el registro histórico. ",°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos
